상호,주소,별점,메뉴
호텔자자,서울 송파구 오금로11길 47,2.6,"룸타입 일반실(금연실,소형승용차 외 SUV 소형만 주차가능,  넷플릭스이용가능,PC X) (44,900원~), 룸타입 준특실(금연실,승용차 외 대형차 주차가능, 넷플릭스 이용가능, PC X) (54,900원~), 룸타입 준특실(금연실, 승용차 외 대형차 주차가능, 러브체어,넷플릭스 이용가능,PC X) (64,900원~), 룸타입 트윈실(금연실, 승용차 외 대형차 주차가능, 넷플릭스 이용가능,PC X) (74,900원~)"
크로바,서울 성동구 아차산로 116,0.0,
애플모텔,서울 동대문구 장한로 9,0.0,
명성여관,서울 성동구 둘레7가길 11,0.0,
근화탕여관,서울 성동구 성덕정길 63-39,0.0,
스타치오모텔,서울 강남구 압구정로79길 17,0.0,
객게스트하우스,서울 송파구 올림픽로12길 28 4층,5.0,
행복한눈물호텔,서울 동대문구 장한로 97,2.3,"룸타입 도보전용(일반실) (35,000원~), 룸타입 준특실 B(넷플릭스 시청가능) (40,000원~), 룸타입 특실(커플PC ,넷플릭스 시청가능) (50,000원~)"
보명장,서울 송파구 잠실동 179-1,5.0,
MOTEL ROVGOROD,서울 송파구 백제고분로7길 15-10,0.0,"룸타입 특실(고사양 PC룸, GTX3060) (65,000원~)"
라비다호텔,서울 강남구 영동대로 712,0.0,
시그니처호텔,서울 동대문구 장한로21길 8,1.8,"룸타입 스탠다드 도보전용 (56,000원~), 룸타입 Standard (61,600원~), 룸타입 Deluxe (67,200원~), 룸타입 Premium (78,400원~), 룸타입 Twin (89,600원~), 룸타입 VIP (112,000원~), 룸타입 Suite (123,200원~)"
로보그라드,서울 송파구 백제고분로7길 15-10,2.0,
로사나호텔,서울 송파구 삼학사로 98,3.5,"룸타입 슈페리어더블 (123,750원~), 룸타입 디럭스더블 (138,600원~), 룸타입 디럭스트윈 (138,600원~)"
더프리마,서울 강남구 도산대로102길 10,0.0,
더스테이,서울 성동구 자동차시장1길 83,0.0,
신양장여관,서울 성동구 성덕정길 38,0.0,
(주)신안관광,서울 강남구 영동대로 737,0.0,
골든포레스트리버,서울 동대문구 천호대로97길 9,0.0,
호텔유리앤,서울 강남구 삼성로96길 20,3.6,
청담스테이에어비엔비,서울 강남구 도산대로 446,5.0,
IM호텔,서울 송파구 올림픽로32길 6,2.0,"룸타입 Standard(OTT시청가능, 넷플릭스, 디즈니플러스, 웨이브, 유튜브, 도보전용) (45,000원~), 룸타입 Deluxe(OTT시청가능, 넷플릭스, 디즈니플러스, 웨이브, 유튜브, 도보전용) (65,000원~)"
민토평창리조트,서울 성동구 성수일로4길 25,0.0,
벨루스호텔,서울 동대문구 장한로24길 8,2.0,"룸타입 스탠다드 (78,400원~), 룸타입 프리미엄 (100,800원~), 룸타입 미니테라스 - 흡연가능 (100,800원~)"
레지던스 가람 원룸텔 장한평역점,서울 동대문구 장한로2길 66,0.0,
A366호텔,서울 동대문구 장한로26가길 46,2.4,"룸타입 Standard(주차불가/넷플릭스 시청가능) (40,000원~), 룸타입 Standard(넷플릭스 시청가능) (45,000원~), 룸타입 Deluxe(주차불가/넷플릭스 시청가능) (45,000원~), 룸타입 Deluxe(넷플릭스 시청가능) (50,000원~), 룸타입 Premium(넷플릭스 시청가능) (55,000원~), 룸타입 연박가능객실(연박가능) (55,000원~), 룸타입 빠른입실 (55,000원~), 룸타입 Royal Premium(넷플릭스 시청가능) (60,000원~)"
청담게스트하우스,서울 강남구 도산대로87길 16,0.0,
호텔더블루,서울 강동구 올림픽로72길 20,3.3,"룸타입 STANDARD(PC 넷플릭스 시청가능,도보전용) (45,000원~), 룸타입 DELUXE A(넷플릭스 시청가능) (50,000원~), 룸타입 DELUXE B(넷플릭스 시청가능) (50,000원~), 룸타입 DELUXE 커플 PC (50,000원~), 룸타입 SUITE(넷플릭스 시청가능) (60,000원~), 룸타입 STANDARD(PC 넷플릭스 시청가능 14시 입실,도보전용) (65,000원~), 룸타입 VVIP SPA(넷플릭스 시청가능, 스타일러 이용가능) (70,000원~), 룸타입 디럭스 B(넷플릭스 시청가능,14시 입실) (70,000원~), 룸타입 DELUXE A(넷플릭스 시청가능, 14시 입실) (70,000원~), 룸타입 SUITE(넷플릭스 시청가능,14시 입실) (80,000원~), 룸타입 VVIP SPA(넷플릭스 시청가능 스타일러 이용가능, 14시 입실) (90,000원~)"
성수스테이,서울 성동구 서울숲4길 18-12 B01호,0.0,
모텔알프스,서울 동대문구 장한로20길 15,3.0,
레이크호텔,서울 송파구 석촌호수로 216,3.5,
화가의집,서울 강남구 도산대로99길 28-12,0.0,
무오래모텔,서울 강동구 올림픽로 654-5,3.0,"룸타입 일반실B(욕조O) (45,000원~), 룸타입 일반실A 도보전용(욕조X) (45,000원~), 룸타입 일반실C(대형욕조) (50,000원~), 룸타입 특실A(스파가능) (60,000원~), 룸타입 특실B(스파가능) (60,000원~)"
IMHOTEL,서울 송파구 올림픽로32길 6,0.0,
HOTEL HL(에이첼호텔),서울 송파구 오금로11길 23-12,0.0,
길벗호텔,서울 동대문구 장한로26가길 39,2.3,"룸타입 도보특가(랜덤배정) (45,000원~), 룸타입 스탠다드 (50,000원~), 룸타입 디럭스 (55,000원~), 룸타입 얼리체크인(랜덤배정) (60,000원~), 룸타입 비즈니스 트윈 (65,000원~), 룸타입 파티룸 (65,000원~), 룸타입 디럭스 트윈 (80,000원~)"
한국관 관광호텔사업단,서울 강남구 영동대로106길 29,0.0,
라뷰호텔,서울 강동구 올림픽로72길 11,,
코지언스테이,서울 동대문구 답십리로66길 117-4,0.0,
EEL게스트하우스,서울 송파구 올림픽로32길 10 3층4층,0.0,
아이게스트하우스 삼성점,서울 강남구 봉은사로82길 9-3 씨라인빌 401호,4.0,
디에이치 성수포레,서울 성동구 왕십리로8길 17-5 101호,0.0,
잠실헤븐,서울 송파구 백제고분로11길 32-16,0.0,
집.잠실원룸텔,서울 송파구 석촌호수로 76,0.0,
호텔페이토 삼성,서울 강남구 테헤란로87길 9,3.5,"룸타입 [카카오] 디럭스 더블 (156,750원~), 룸타입 [카카오] 디럭스 트윈 (156,750원~), 룸타입 [카카오] 어반 더블 (167,200원~)"
한강모텔,서울 강동구 구천면로 147,0.0,
그랜드호텔,서울 송파구 올림픽로34길 9,0.0,
클린원룸텔,서울 송파구 백제고분로9길 50,0.0,
올리브호텔,서울 송파구 오금로11길 55-21,0.0,"룸타입 일반실- 도보전용 (55,000원~), 룸타입 일반실 (60,000원~), 룸타입 준특실 (65,000원~), 룸타입 특실 (70,000원~)"
바고관광호텔,서울 강동구 천중로 27,2.9,"룸타입 Deluxe Double 도보전용(초대형 소프트욕조+고급 어메니티) (50,000원~), 룸타입 Deluxe Double(초대형 소프트욕조+고급 어메니티) (60,000원~), 룸타입 Suite Double(초대형 소프트욕조+고급 어메니티) (70,000원~), 룸타입 Suite Twin(초대형 소프트욕조+고급 어메니티) (70,000원~), 룸타입 Deluxe Double-연박전용 (90,000원~)"
이너스호텔,서울 강동구 올림픽로72길 19,3.2,"룸타입 일반실(넷플릭스+디즈니플러스 무료시청+욕조완비) (50,000원~), 룸타입 일반실(도보전용, 차량불가) (50,000원~), 룸타입 준특실(넷플릭스, 디즈니플러스 시청가능+65인치 TV+욕조 완비) (60,000원~), 룸타입 커플PC룸 A(노하드 시스템, 디즈니플러스+넷플릭스 가능+65인치 TV+욕조 완비) (70,000원~), 룸타입 일반실 - 연박 전용(넷플릭스+디즈니플러스 무료시청+욕조완비) (75,000원~), 룸타입 특실(넷플릭스, 디즈니플러스 시청가능+75인치 TV+스파욕조) (80,000원~), 룸타입 준특실 - 연박 전용(넷플릭스, 디즈니플러스 시청가능+65인치 TV+욕조 완비) (85,000원~), 룸타입 노하드3060  3pc룸(넷플릭스+디즈니플러스 시청가능+75인치TV+스파욕조) (100,000원~), 룸타입 노하드3060 4pc룸(넷플릭스+디즈니플러스 시청가능+75인치TV+ 스파욕조) (110,000원~)"
여행바구니,서울 성동구 뚝섬로1길 25,0.0,
에덴리빙텔,서울 송파구 백제고분로19길 29,0.0,
예스메디,서울 성동구 천호대로 366 B동 15호,0.0,
모텔갤럭시,서울 동대문구 장한로 92,0.0,
파트너에치앤에스,서울 동대문구 천호대로 377,0.0,
히트호텔,서울 강동구 구천면로24길 28,2.8,"룸타입 스탠다드A (44,800원~), 룸타입 스탠다드B (50,400원~), 룸타입 디럭스 (56,000원~), 룸타입 프리미엄 (67,200원~), 룸타입 스위트 (78,400원~)"
러블리코지하우스,서울 송파구 위례성대로2길 28-1,5.0,
수정여인숙,서울 동대문구 천호대로85길 85,0.0,
호텔H,서울 강동구 구천면로24길 19,2.3,"룸타입 Standard Double(도보전용, 넷플릭스 시청가능,객실 렌덤 배정/미리주차불가) (55,000원~), 룸타입 Standard Twin(도보전용, 넷플릭스 시청가능/미리주차불가) (55,000원~), 룸타입 Standard A Double(차량, 넷플릭스 시청가능,객실 렌덤 배정/미리주차불가) (60,000원~), 룸타입 Standard A Twin(차량, 넷플릭스 시청가능/미리주차불가) (60,000원~), 룸타입 Premium(넷플릭스 시청가능/미리주차불가) (70,000원~), 룸타입 Deluxe(넷플릭스 시청가능/미리주차불가) (70,000원~), 룸타입 Standard A Double-연박전용 (90,000원~), 룸타입 Standard A Twin-연박전용 (95,000원~), 룸타입 Suite(넷플릭스 시청가능/미리주차불가) (100,000원~)"
아레나,"서울 동대문구 장한로 92 화성빌딩 9,10층",0.0,
케빈스테이 게스트하우스,서울 송파구 올림픽로32길 37-12,3.3,
스윗서울게스트하우스,서울 송파구 올림픽로12길 48-1,0.0,
베러스테이,서울 송파구 석촌호수로 114,0.0,
오렌지모텔,서울 강동구 올림픽로 680,1.3,
줌모텔,서울 송파구 삼학사로 91,2.8,"룸타입 Standard (60,000원~), 룸타입 Deluxe (70,000원~), 룸타입 Friend Room(3인) (80,000원~), 룸타입 Family room(4인) (90,000원~)"
럭키하우스,서울 송파구 올림픽로32길 5,0.0,
리베라호텔 아노블리,서울 강남구 도산대로 419 4-7층,4.0,
STAR(월),서울 동대문구 장한로26가길 39,0.0,
메가스테이 종합운동장점,서울 송파구 백제고분로 122,0.0,
에덴모텔,서울 송파구 오금로11길 55-18,1.3,
서울숲 여름캠핑장,서울 성동구 성수동1가 719,1.0,
세븐호텔,서울 강동구 올림픽로72길 13-1,2.0,"룸타입 1 컴퓨터방 A (72,800원), 룸타입 커플pc룸 (78,400원), 룸타입 1 컴퓨터방 A - 빠른입실 (95,200원), 룸타입 커플PC룸 - 빠른입실 (100,800원)"
밀레오모텔,서울 강동구 구천면로24길 20-10,4.5,
스테이509,서울 송파구 오금로11길 63-11,0.0,"룸타입 스탠다드 (2,240,000원), 룸타입 디럭스 (2,240,000원), 룸타입 더블킹 시그니처 (2,240,000원), 룸타입 스탠다드 플러스 (2,240,000원), 룸타입 더블킹 씨네마 (2,240,000원), 룸타입 509프라이빗 (2,240,000원)"
쌍마모텔,서울 동대문구 전농로 12,2.0,"룸타입 일반실 Mini (40,000원~), 룸타입 일반실 (43,000원~), 룸타입 특실 (50,000원~)"
수모텔,서울 동대문구 장한로 98,0.0,
레이크팰리스,서울 송파구 삼전로 91,0.0,
호텔 다빈치,서울 동대문구 장한로24길 8,0.0,
퀸모텔,서울 강동구 올림픽로 654-7,0.0,
호텔6월,서울 강동구 올림픽로72길 19-4,1.4,
명성게스트하우스,서울 송파구 오금로11길 30-15 한성빌라 C동 301호,0.0,
이비스 스타일 앰배서더 서울 강남,서울 강남구 삼성로 431,3.5,"룸타입 스탠다드 더블 (130,900원~), 룸타입 스탠다드 트윈 (141,900원~), 룸타입 슈페리어 더블 (163,900원~), 룸타입 슈페리어 트윈 (174,900원~), 룸타입 스탠다드 더블 + 2인 조식 (174,900원~), 룸타입 디럭스 더블 | 고층 (174,900원~), 룸타입 스탠다드 트윈 + 2인 조식 (185,900원~), 룸타입 디럭스 트윈 | 고층 (185,900원~), 룸타입 슈페리어 더블 + 2인 조식 (207,900원~), 룸타입 슈페리어 트윈 + 2인 조식 (218,900원~)"
호수 스테이(HOSU STAY),서울 송파구 석촌호수로 152,0.0,
스타월,서울 동대문구 장한로26가길 39,0.0,
초이스모텔,서울 송파구 오금로11길 55-15,0.0,"룸타입 일반실 도보전용 (40,000원~), 룸타입 일반실 (45,000원~), 룸타입 특실 (60,000원), 룸타입 일반실- 연박전용 (60,000원~)"
테마모텔,서울 강동구 올림픽로 677,0.0,
남경모텔,서울 송파구 삼학사로 94,4.0,
어거스트부띠끄호텔 천호점,서울 강동구 구천면로24길 13,1.0,
그리스,서울 송파구 오금로11길 63-11,3.0,
라벤더,서울 강동구 구천면로24길 20-31,0.0,
호텔야자 천호역점,서울 강동구 올림픽로70길 56-5,4.0,"룸타입 Standard 도보전용(스탠다드 랜덤배정, 주차불가, 천호역5번출구 도보3분, 안심소독) (43,000원~), 룸타입 Standard(랜덤배정,넷플릭스 이용가능, PC1, TV/에어컨 ALL교체,공기청정기) (45,000원~), 룸타입 Deluxe(랜덤배정, 넷플릭스 이용가능, TV/에어컨 ALL교체, 비데) (45,000원~), 룸타입 Suite(랜덤배정,Netflix 가능,공기청정기,컴퓨터 2대,비대면키오스크) (50,000원~), 룸타입 빠른입실 - 도보전용(랜덤배정,넷플릭스 이용가능,공기청정) (50,000원~), 룸타입 늦은퇴실-도보전용(랜덤배정,넷플릭스 이용가능,공기청정기) (50,000원~), 룸타입 Suite-Twin(랜덤배정,넷플릭스 이용가능,2베드,TV/에어컨 ALL교체) (60,000원~)"
호수스테이,서울 송파구 석촌호수로 152,0.0,
비앤비25,서울 송파구 오금로15길 5-12 정환빌딩 5층,0.0,
24게스트하우스 잠실점,서울 송파구 백제고분로22길 5 한강빌딩 2층,3.7,"룸타입 더블룸 (22시 입실마감) (55,000원~), 룸타입 트윈룸 (22시 입실마감) (65,000원~), 룸타입 트리플룸(22시 입실마감) (95,000원~), 룸타입 4인 패밀리룸(22시 입실마감) (145,000원~), 룸타입 6인 패밀리룸(22시 입실마감) (185,000원~)"
알프스힐,서울 동대문구 장한로 96,0.0,
모텔펠리스,서울 강동구 올림픽로70길 50-10,0.0,"룸타입 1층 객실 주차문의 (35,000원~), 룸타입 빠른 입실 (38,000원~), 룸타입 단독특가(객실랜덤배정) (39,000원~), 룸타입 일반실A 주차문의 (40,000원~), 룸타입 VIP (45,000원~), 룸타입 일반실B (45,000원~)"
T호텔,서울 강동구 올림픽로70길 50-8,,
더하리하우스,서울 송파구 백제고분로19길 4-15 1층 101호,0.0,
올림포스모텔,서울 강동구 천중로 31,3.0,
탑레지던스,"서울 송파구 삼전로 80 3,4층",0.0,
홈스테이핑크맘,서울 송파구 올림픽로32길 19-44,0.0,
펜션사랑,서울 송파구 오금로15길 6,0.0,
L7 강남바이롯데,서울 강남구 테헤란로 415,4.1,
아리아호텔,서울 강동구 천호대로 1041-7,3.6,"룸타입 디럭스(도보전용) (60,000원~), 룸타입 스위트 (70,000원~), 룸타입 한실(온돌) (70,000원~), 룸타입 비즈니스 트윈 (70,000원~), 룸타입 스위트(도보전용) (70,000원~), 룸타입 더블 PC 트윈 (80,000원~), 룸타입 패밀리 스위트 (90,000원~), 룸타입 로얄 스위트 (90,000원~), 룸타입 주니어 펜트하우스 (110,000원~), 룸타입 펜트하우스 (130,000원~), 룸타입 프라이빗 루프탑+트윈룸 (260,000원~), 룸타입 프라이빗 루프탑+펜트하우스 (290,000원~)"
도담e하우스,서울 송파구 백제고분로18길 3-11 302호,0.0,
리베하우스게스트하우스,서울 강동구 천호옛12길 24-12 지하층 101호,0.0,
신풍여관,서울 중랑구 면목로 222,0.0,
호텔연,서울 강동구 올림픽로70길 50-11,0.0,"룸타입 스탠다드A(도보전용) (38,000원~), 룸타입 Standard-A (40,000원), 룸타입 Standard-C (40,000원~), 룸타입 Standard-B (45,000원~)"
스카이,서울 송파구 오금로11길 63-11,0.0,
동주산업,서울 강남구 봉은사로 509,0.0,
SM부티크호텔,서울 동대문구 천호대로 291-1,2.7,"룸타입 스탠다드 - 연박가능 (54,200원~), 룸타입 디럭스 - 연박가능 (63,700원~), 룸타입 스위트 트윈 - 연박가능 (69,200원~)"
랑데뷰호텔,서울 송파구 방이동 50-1,0.0,
석촌별채,서울 송파구 오금로17길 5-25 2층,0.0,
미래시현,서울 강동구 성내로 40,0.0,
동그라미,서울 송파구 백제고분로41길 35,5.0,
티호텔,서울 강동구 올림픽로70길 50-8,0.0,
홀리데이호텔,서울 송파구 방이동 50-1,0.0,
에덴게스트하우스,서울 송파구 삼전로10길 55 에덴하우스 202호,4.0,
더클라우드프런티어,서울 강남구 테헤란로 521,0.0,
호텔인피니,서울 송파구 백제고분로 268,3.3,
에스이엔에프,서울 강남구 도산대로 435,0.0,
캠프모텔,서울 강동구 구천면로24길 25,1.0,"룸타입 일반실 (35,000원~)"
성팔주점관리,서울 강남구 테헤란로87길 36,0.0,
블루문,서울 송파구 오금로16길 12 201호,5.0,
자이언트호텔,서울 강남구 봉은사로 459,4.4,
안다즈 서울 강남,서울 강남구 논현로 854,4.0,"룸타입 킹 베드 스탠다드 (548,630원~), 룸타입 킹 베드 스탠다드 (622,550원~), 룸타입 킹 베드 디럭스 (629,480원~), 룸타입 킹 베드 디럭스 (703,400원~)"
정다운인,서울 강동구 올림픽로70길 56-10,0.0,
신라스테이 역삼,서울 강남구 언주로 517,3.6,"룸타입 [5시간 STAY/숙박불가+OTT 대여] 체크인 시 배정 (105,000원~), 룸타입 [9시간 STAY/숙박불가+OTT 대여] 체크인 시 배정 (115,000원~), 룸타입 [Room Only]스탠다드 더블 (163,680원~), 룸타입 [Room Only]스탠다드 트윈 (163,680원~), 룸타입 [Room Only] 체크인 시 배정 (168,960원~), 룸타입 [Room Only]디럭스 더블 (170,500원~), 룸타입 [5시간 STAY/숙박불가] 체크인 시 배정 (190,000원), 룸타입 [9시간 STAY/숙박불가] 체크인 시 배정 (195,000원), 룸타입 [조식 2인 패키지] 스탠다드 더블 (201,872원~), 룸타입 [조식 2인 패키지] 스탠다드 트윈 (201,872원~), 룸타입 [조식 2인 패키지] 디럭스 더블 (208,692원~)"
에바파크,서울 강동구 올림픽로70길 44,0.0,
디에이취,서울 강동구 구천면로24길 19,0.0,
방이별채,서울 송파구 오금로17길 5-25 2층,0.0,
티나 홈스테이,서울 송파구 삼학사로19길 7,0.0,
레이크뷰로프트 잠실점,서울 송파구 석촌호수로 210,0.0,
마린레이크,서울 강동구 올림픽로 722 402호,0.0,
호텔감,서울 강동구 천호대로159길 22-36,5.0,
신일장여관,서울 중랑구 면목로 227-1,0.0,
모텔큐,서울 동대문구 답십리로67길 2,0.0,
비앤비청담,서울 강남구 선릉로148길 52-18,0.0,
조선팰리스 강남,서울 강남구 테헤란로 231 센터필드타워 West동,2.9,
프린세스호텔,서울 강남구 압구정로46길 17,3.5,
노보텔 앰배서더 서울강남,서울 강남구 봉은사로 130,3.4,"룸타입 슈페리어 더블 (233,750원~), 룸타입 슈페리어 트윈 (233,750원~), 룸타입 디럭스 더블 (271,150원~), 룸타입 디럭스 트윈 (271,150원~), 룸타입 룸업그레이드슈페리어 → 디럭스 더블 ㅣ 룸 업그레이드 (275,000원~), 룸타입 [2인조식+라운지] 이그제큐티브 더블 (418,880원~)"
미미미 펜트하우스,서울 강남구 도산대로 417 12층,0.0,
호텔크레센도 서울,서울 강남구 봉은사로 428,3.4,"룸타입 프티 퀸 (99,000원~), 룸타입 프티 트윈 (99,000원~), 룸타입 부티크 킹 (165,000원~)"
서울숲 캠핑장,서울 성동구 성수동1가 678-1,0.0,
에스알앤피,서울 강동구 올림픽로70길 56-5,0.0,
뷰띠끄모텔,서울 동대문구 천호대로 291-1,0.0,
타라호텔,서울 강남구 선릉로100길 56,3.8,"룸타입 스탠다드(주차불가) (107,000원~), 룸타입 스탠다드 (112,000원~), 룸타입 디럭스(85인치 , 65인치 랜덤배정) (123,000원~), 룸타입 이른 입실(체크인시 배정) (123,000원~), 룸타입 디럭스 트윈 (134,000원~), 룸타입 디럭스 파크뷰 (134,000원~), 룸타입 늦은 퇴실(체크인시 배정) (134,000원~), 룸타입 스위트 테라스(85인치 / 삼성 의류관리기기 구비) (160,000원~), 룸타입 스위트 프리미어(85인치 TV / 삼성 의류관리기기 구비) (180,000원~)"
스카이,서울 송파구 백제고분로41길 35,0.0,
베니키아호텔체인본부,서울 강남구 선릉로148길 26 한양빌딩 4층,0.0,
석촌가,서울 송파구 백제고분로31길 11-14,0.0,
씨티모텔,서울 강동구 진황도로 9,1.0,"룸타입 일반실 (45,000원), 룸타입 준특실 (50,000원), 룸타입 특실 (55,000원)"
AC 호텔 바이 메리어트 서울 강남,서울 강남구 테헤란로25길 10,3.6,
두리고시원,서울 동대문구 장한로27길 29,0.0,
디에이스호텔,서울 강남구 테헤란로77길 11-5,,"룸타입 Deluxe(주차불가) (60,000원~), 룸타입 Deluxe(주차가능) (70,000원~), 룸타입 Premier(주차불가) (70,000원~), 룸타입 Premier(주차가능) (80,000원~), 룸타입 Premier - Twin(주차불가) (80,000원~), 룸타입 Premier - twin(주차가능) (90,000원~), 룸타입 ACE - Twin(주차불가) (90,000원~), 룸타입 ACE - Twin(주차가능) (100,000원~)"
호텔카푸치노,서울 강남구 봉은사로 155,3.2,"룸타입 카푸치노 킹 (120,000원~), 룸타입 카푸치노 킹 (160,000원~), 룸타입 슈퍼 트윈 (170,000원~), 룸타입 바크 킹 (180,000원~)"
포포인츠 바이쉐라톤 서울강남,서울 강남구 도산대로 203,3.6,
예스모텔,서울 강동구 진황도로 24,1.0,"룸타입 준특실 A(넷플릭스 시청가능, 주차불가) (44,900원~), 룸타입 준특실 C(넷플릭스 시청가능) (54,000원~), 룸타입 준특실 B(넷플릭스 시청가능) (55,000원), 룸타입 특실(넷플릭스 시청가능) (65,000원~)"
함께꿈꾸는마을 잠실송리단마을,서울 송파구 송파대로44길 27 3층,0.0,
와이에이치리조트,서울 강남구 테헤란로88길 10,0.0,
동호장,서울 강동구 올림픽로80길 51,0.0,
한수장,서울 성동구 살곶이8길 7,0.0,
프라자모텔,서울 강동구 구천면로 216,5.0,
호텔캘리포니아,서울 강남구 선릉로100길 52,4.2,"룸타입 Standard(넷플릭스 시청가능) (60,000원~), 룸타입 Standard 도보전용(넷플릭스 시청가능, 주차 불가) (60,000원~), 룸타입 Deluxe(욕조,넷플릭스 시청가능) (70,000원~), 룸타입 Standard twin싱글+싱글(넷플릭스 시청가능) (70,000원~), 룸타입 연박전용 (120,000원~), 룸타입 VIP 테라스 선릉공원뷰(넷플릭스 시청가능) (150,000원~)"
이끌라쎄 게스트하우스,서울 강남구 봉은사로74길 18-1,0.0,
성남여관,서울 강동구 천호대로159길 45,0.0,
발리관광호텔,서울 강동구 풍성로 210,2.8,"룸타입 Double (77,000원), 룸타입 Twin (88,000원~), 룸타입 Triple(3인) (99,000원), 룸타입 Big twin(4인) (110,000원)"
파티오세븐,서울 강남구 논현로 736,2.7,
그레이호텔,서울 강남구 선릉로90길 46,3.3,"룸타입 Hot Deal - 차량불가(랜덤 배정) (66,660원~), 룸타입 Deluxe A - 차량불가(랜덤 배정) (68,890원~), 룸타입 Deluxe+(랜덤 배정) (85,000원~), 룸타입 Deluxe - 빠른 입실 (차량불가)(랜덤 배정, 얼리체크인) (89,990원~), 룸타입 Deluxe - 늦은 퇴실 (차량불가)(랜덤 배정, 레이트체크아웃) (95,000원~), 룸타입 Suite(랜덤 배정) (99,990원~), 룸타입 연박전용 - 차량불가(빠른입실, 랜덤 배정, 연박 시 이용 가능) (115,000원~), 룸타입 Suite C (128,000원~)"
그랜드 머큐어 임피리얼 팰리스 서울 강남,서울 강남구 언주로 640,3.1,"룸타입 디럭스 더블 (302,500원~), 룸타입 디럭스 트윈 (302,500원~), 룸타입 레지던스 원 베드룸 디럭스 더블 (379,500원~), 룸타입 레지던스 원 베드룸 디럭스 트윈 (379,500원~), 룸타입 레지던스 스튜디오 디럭스 (412,500원~), 룸타입 레지던스 스튜디오 디럭스 (500,500원~), 룸타입 이그제큐티브 더블 (클럽라운지 혜택 2인 포함) (456,500원~), 룸타입 코너 스위트 (클럽라운지 혜택 2인 포함) (522,500원~), 룸타입 듀플렉스 스위트 (클럽라운지 혜택 2인 포함) (522,500원~), 룸타입 레지던스 원 베드룸 프리미어 (632,500원~), 룸타입 레지던스 원 베드룸 프리미어 (720,500원~), 룸타입 레지던스 투 베드룸 프리미어 (예약마감), 룸타입 레지던스 투 베드룸 프리미어 (예약마감), 룸타입 이그제큐티브 트윈 (클럽라운지 혜택 2인 포함) (예약마감)"
목성여관,서울 성동구 살곶이길 346,0.0,
신라스테이 서초,서울 서초구 효령로 427,3.6,"룸타입 [Room Only] 스탠다드 더블 (155,100원~), 룸타입 [Room Only] 스탠다드 트윈 (155,100원~), 룸타입 [Room Only] 디럭스 더블 (161,700원~), 룸타입 [2인 조식 패키지] 스탠다드 더블 (180,420원~), 룸타입 [2인 조식 패키지] 스탠다드 트윈 (180,420원~), 룸타입 [2인 조식 패키지] 디럭스 더블 (186,620원~)"
월호텔,서울 강동구 성안로 121,3.8,"룸타입 디럭스 도보전용(넷플릭스 시청가능) (55,000원~), 룸타입 디럭스(넷플릭스 시청가능) (60,000원~), 룸타입 디럭스 트윈(넷플릭스 시청가능) (70,000원~), 룸타입 VIP(넷플릭스 시청가능) (70,000원~), 룸타입 빠른입실(넷플릭스 시청가능) (95,000원~), 룸타입 디럭스 도보전용-연박특가(넷플릭스 시청가능) (95,000원~), 룸타입 늦은퇴실(넷플릭스 시청가능) (95,000원~), 룸타입 디럭스-연박특가(넷플릭스 시청가능) (105,000원~), 룸타입 VIP-연박특가(넷플릭스 시청가능) (115,000원~)"
엘리에나호텔 서울 강남,서울 강남구 논현로 645,3.5,
보보스모텔,서울 강동구 천호대로159길 22-40,0.0,
L7 청량리바이롯데,서울 동대문구 왕산로 200 롯데캐슬 SKY-L65 랜드마크타워 7층,0.0,
호텔뉴브,서울 강남구 선릉로85길 6,3.5,
베스트웨스턴프리미어 강남호텔,서울 강남구 봉은사로 139,3.6,
